game,loss_red,loss_blue,win_rate,weights_red,weights_blue
383,-193816.484375,-188446.359375,,"[0.6541763646789635, 0.36703402103131727, 0.974465696841166, 0.3057238107000245]","[0.09315710805025758, 0.6296716634988716, 0.9868018892103347, 0.28771884078707655]"
384,-195474.875,-190138.625,,"[0.6105761695308268, 0.32694411602551715, 0.9947021752050162, 0.21354878103353764]","[0.14452453936825405, 0.6261796806557774, 0.9948351553098858, 0.33829836148759496]"
385,-171720.03125,-172092.390625,,"[0.6896397617108279, 0.3598309832130359, 0.9737460766090916, 0.26837572695123607]","[0.10378680000992842, 0.579131840028576, 0.9473143837684322, 0.3501324164489393]"
386,-58054.5234375,-56098.61328125,,"[0.6471130390296329, 0.3428827723491816, 0.9470347807000982, 0.27626395336358794]","[0.1457142569879468, 0.5972178748498028, 0.9055698764348687, 0.2633780563553274]"
387,-152267.046875,-148039.328125,,"[0.6511007258387125, 0.3614978004820542, 0.9768609741454483, 0.26357666286343134]","[0.1252062849714504, 0.6220188003556613, 0.9733475706606936, 0.3541950678714369]"
388,-150522.171875,-146471.09375,,"[0.6431831709746675, 0.3218361630465344, 1.0, 0.27493214555110357]","[0.07327485251225242, 0.5916772248768049, 0.9575020244387633, 0.33528877384592454]"
389,-197289.21875,-191328.96875,,"[0.639558798975913, 0.34613366801300843, 1.0, 0.3278366223217444]","[0.15738144268928983, 0.599979499737651, 0.9561824670699617, 0.32877539900700153]"
390,-233772.90625,-227168.96875,,"[0.6666483600437252, 0.3244702461355959, 0.9632694450045117, 0.22111261526556863]","[0.14248229563169745, 0.6388840695191852, 0.9999759071134464, 0.2984191746398054]"
391,-238738.890625,-232307.15625,,"[0.6438197871813396, 0.355489524511355, 0.9865890967994033, 0.27663358562925144]","[0.0866459079474077, 0.5689514025901005, 0.9445333768814834, 0.34241514145721996]"
392,-248687.84375,-241877.34375,,"[0.6188905394781813, 0.3526580642629048, 1.0, 0.2721192643018662]","[0.11244005465264831, 0.5722160468263877, 0.9504193930991216, 0.3553007851440204]"
393,-236556.203125,-230178.421875,,"[0.6595300007321248, 0.38392672841086306, 0.9707987675690516, 0.2751972337612719]","[0.14084630777043086, 0.585345299825574, 0.9735752470358046, 0.37387636988029416]"
394,-203626.15625,-204045.375,,"[0.6162932991886675, 0.3947395762444009, 0.9178505101088313, 0.30827542391685675]","[0.15405963961570457, 0.6139413230293774, 0.9884945815893025, 0.3450604753797315]"
395,-195492.71875,-190299.046875,,"[0.6482762185243508, 0.39970461708502897, 0.9573929624622223, 0.31929783795715]","[0.10550731122378415, 0.5881018652593989, 0.9410370861760705, 0.3364965767870918]"
396,-210737.921875,-204770.703125,,"[0.6225190558794547, 0.31058455660152795, 0.9702056153812899, 0.2652595895139995]","[0.10686831376132694, 0.6205705728043094, 0.9361267621544981, 0.2711767560877697]"
397,-230984.515625,-224331.59375,,"[0.6612764864593063, 0.3801732525600436, 0.9429274552023669, 0.30600807507529765]","[0.12018696498186125, 0.6382347866689179, 0.946127294749055, 0.3567812520894792]"
398,-233476.15625,-227266.546875,,"[0.6695324107221433, 0.3459936184085622, 0.9711846668283626, 0.29223241433233194]","[0.09500363850974924, 0.632750903607742, 1.0, 0.343609056384076]"
399,-140018.953125,-140303.09375,,"[0.6683182401217275, 0.3288782661342899, 0.9340145780166197, 0.2856904648130768]","[0.056127386883711126, 0.6040142988112108, 0.9847000630122612, 0.2991778054849752]"
400,-172212.59375,-167252.0,0.734999999981625,"[0.6592742674915638, 0.4143813834495935, 0.9421659604601575, 0.24883703704196197]","[0.2075034279023249, 0.6138797874890344, 0.9666717437478612, 0.357814467520118]"
401,-159708.078125,-160029.15625,,"[0.6663046886570199, 0.3213881845225196, 0.9740471395546895, 0.315644370512644]","[0.17244014260322635, 0.6190204381573644, 0.9987232843707116, 0.37663842761816246]"
402,-117456.4609375,-117692.6640625,,"[0.6571267164163599, 0.36591203352611157, 0.9387863741509751, 0.2780898171486641]","[0.12343701053539474, 0.6329661474841843, 0.9782935757376251, 0.3384776885657586]"
403,-151321.453125,-147095.578125,,"[0.6254671985164549, 0.37915684994366033, 0.9861687745001464, 0.28635106916100256]","[0.17441544619420588, 0.6389718114431464, 0.9720564075573004, 0.38271824934834897]"
404,-185246.71875,-179903.328125,,"[0.6878962288888611, 0.3353815106834593, 0.9771822184671694, 0.313997044252428]","[0.05877620694531366, 0.6135535377333681, 0.9675998856974092, 0.32799729346379974]"
405,-223255.78125,-216920.5625,,"[0.6325103284487014, 0.3638756248864173, 0.9350679759380847, 0.30751994624510154]","[0.12787124719418028, 0.6075185465715665, 0.9908812076521994, 0.3233023402128604]"
406,-269071.90625,-261042.46875,,"[0.649457352252318, 0.3619993515425083, 1.0, 0.3003697284308124]","[0.1142270813774215, 0.5649696548966342, 0.9816367642053204, 0.30851716447347516]"
407,-310904.71875,-301630.1875,,"[0.6559248779317488, 0.38637684273863204, 0.9663952412255006, 0.26218820538637544]","[0.07729774752692423, 0.6331778553474502, 0.9571261449418096, 0.33668586858759453]"
408,-274315.6875,-274856.78125,,"[0.6845985466663583, 0.34788252328687264, 0.972130820438773, 0.27635512192330264]","[0.09484298969883714, 0.6052812970840052, 0.9874672827303489, 0.3900818161260532]"
409,-288917.15625,-280296.375,,"[0.6329462340974237, 0.3327797258188906, 1.0, 0.29562211339613215]","[0.1218463773649344, 0.5905079172259244, 0.9469101843929255, 0.3569392447186548]"
410,-245489.125,-245969.21875,,"[0.6120404074561466, 0.32918087884686403, 0.9718585609369151, 0.2685996688346555]","[0.10021207310100863, 0.6468797047812165, 0.9780199155857919, 0.3023565959895658]"
411,-275414.8125,-267326.59375,,"[0.5853775343489154, 0.42045780221515056, 1.0, 0.35046650705301174]","[0.0654061066992763, 0.6595460555592645, 0.9623862878678237, 0.29216133670712624]"
412,-280750.875,-273262.5625,,"[0.665921624083413, 0.3649906721323477, 0.9995480265975397, 0.29367140896529925]","[0.1160247745774471, 0.5985197979870014, 1.0, 0.3240908937484005]"
413,-262302.1875,-255302.09375,,"[0.6580040866356143, 0.3778356916830453, 0.9570146748704509, 0.3372583732468524]","[0.12522185336729758, 0.5429611373963927, 0.9833377860561988, 0.33481841779939364]"
414,-266534.0,-259198.046875,,"[0.6776152349498269, 0.3391365170422079, 0.9662300144816074, 0.25612858670411903]","[0.14725620679887264, 0.622772995667194, 0.9214257012487792, 0.35620072522166957]"
415,-252901.65625,-246045.703125,,"[0.6484823857309606, 0.32439542497784457, 0.9443480125618434, 0.26304670669175717]","[0.12229780033684852, 0.6233973148300163, 0.985042259968708, 0.31665030964277885]"
416,-193627.390625,-194004.296875,,"[0.6468250433821763, 0.340640202824659, 0.9801588392821713, 0.3184927168669171]","[0.10599469632164304, 0.6349073887093729, 0.9853576195197441, 0.3268390256554991]"
417,-207802.875,-202169.015625,,"[0.652609957108523, 0.3614582838843672, 0.9449931959262273, 0.3174358684593764]","[0.10767375679938641, 0.5693894040043153, 0.9288999128568656, 0.34146702056557515]"
418,-168214.375,-168537.140625,,"[0.6246123157256345, 0.33609370807828115, 0.9662066311424164, 0.26420300590893697]","[0.14362288225757602, 0.6192744515742973, 0.9431009076667812, 0.3282223738030136]"
419,-108756.1640625,-108963.0390625,,"[0.6743566096466872, 0.3339742704675262, 1.0, 0.26522576548536275]","[0.142429492610565, 0.6138512714629447, 0.9471247705320558, 0.3463602673894694]"
420,-82278.1875,-82435.984375,,"[0.6833024963321391, 0.37046163273870625, 0.9539035120229044, 0.2241158526521206]","[0.12778126835553572, 0.6185992388399587, 0.9916913038942887, 0.34219093112121535]"
421,-87054.1953125,-84764.3046875,,"[0.6727878416079596, 0.3565422495012224, 0.9806262623042169, 0.23920917622391952]","[0.18265192555052032, 0.6037857784870375, 0.9774541867634687, 0.33141072948771183]"
422,-125116.9296875,-121497.0234375,,"[0.6979632152002295, 0.315604657730263, 0.9689464150615976, 0.2765002965705994]","[0.13121814464565934, 0.5432450474588927, 1.0, 0.33621024537772287]"
423,-132755.765625,-129261.484375,,"[0.6550260139555133, 0.3597081196906298, 0.9502108543419132, 0.23077806959208555]","[0.12989468161026288, 0.6251179250070431, 0.9876197748565342, 0.2819544042084889]"
424,-149477.375,-145289.109375,,"[0.6361402062778565, 0.334132743013202, 0.9677308516308294, 0.2911292098230971]","[0.09352910931538112, 0.6514661256687457, 0.9784226992346625, 0.29714029174444334]"
425,-173833.875,-169040.515625,,"[0.6624359547754973, 0.3217659166151658, 1.0, 0.35550061716590764]","[0.12218053943067025, 0.6247728839065363, 0.9476666642762546, 0.3522223762649271]"
426,-170686.59375,-166121.640625,,"[0.6157795644927484, 0.2802226998577342, 1.0, 0.32475544396028555]","[0.14667315789847085, 0.5548365880682782, 1.0, 0.32918195403787986]"
427,-99655.546875,-99841.6875,,"[0.7152504721742262, 0.31474913020129786, 1.0, 0.2597906547128319]","[0.14006484447949147, 0.6026765791200092, 0.9896039155838926, 0.3820530096967781]"
428,-112713.984375,-109653.0390625,,"[0.6504465930649171, 0.32647871988049826, 0.9881971059442997, 0.2768951406043753]","[0.12836790824475583, 0.598378517802141, 0.9522642395436351, 0.36124461969038507]"
429,-137299.40625,-133511.765625,,"[0.6601705782079071, 0.3743644819398809, 0.9933284899636956, 0.3102282619820784]","[0.10130655249710648, 0.6080083775327756, 0.9651626614437411, 0.3288307792599757]"
430,-149357.9375,-145172.265625,,"[0.6641733669909619, 0.3128236467564045, 0.943503923907598, 0.3038470542800718]","[0.03298116205623525, 0.6003153887969429, 0.9943001412474974, 0.3306937182850038]"
431,-200982.6875,-194862.296875,,"[0.6797519846761179, 0.34032861694196564, 0.978320250718956, 0.2808882690334374]","[0.11737999739806182, 0.5984472100644088, 1.0, 0.373069887320424]"
432,-213889.65625,-208165.46875,,"[0.6547111958120408, 0.38267501292302214, 0.9824590338505843, 0.2476465719043696]","[0.10601793707728488, 0.5606454247315822, 1.0, 0.34100247220913027]"
433,-211893.765625,-205950.015625,,"[0.6794961216730816, 0.3666921479454019, 0.9661800168311014, 0.29864318630243236]","[0.08177547477100675, 0.5900476989934486, 0.9778861440598561, 0.3771574949077398]"
434,-252521.640625,-245082.71875,,"[0.6876692316456685, 0.3506474657070175, 0.9970753650137799, 0.2950558350758672]","[0.09967334805511603, 0.5998798205492833, 0.9767666065783592, 0.3179660124671012]"
435,-154550.1875,-154831.90625,,"[0.6661145263647656, 0.34512562708963446, 0.9670555619859121, 0.28188710942793455]","[0.10001454585751124, 0.6261494392968889, 0.9646207450852313, 0.3135225721278756]"
436,-197136.046875,-191420.4375,,"[0.6393108189842198, 0.29932830720309367, 0.9796205056197606, 0.25824524359484546]","[0.11540328902882716, 0.6019650098155059, 0.968202733060396, 0.3412819639217076]"
437,-152992.3125,-153272.84375,,"[0.5819723271260763, 0.35162496987792063, 0.9597786976206844, 0.33375357785043375]","[0.1396267036177064, 0.5867509160232555, 0.9715149611984922, 0.3512454713476437]"
438,-99901.8046875,-100084.5625,,"[0.6245764555578746, 0.33352479545599545, 0.9595336670934217, 0.29541018551054204]","[0.11791217776464771, 0.6075246249635982, 0.9532290072076366, 0.3541578113016733]"
439,-66035.4765625,-66155.546875,,"[0.6880747226489486, 0.34226831997856183, 0.9556807960942146, 0.30477729164979495]","[0.09708377344953749, 0.6217889746336557, 1.0, 0.30387216667046835]"
440,-94012.59375,-91330.203125,,"[0.6507017615236935, 0.3532319345153932, 0.9529562803637732, 0.277259336471852]","[0.06961766820011718, 0.6125570558349519, 0.9218590327853653, 0.33369837972454186]"
441,-80132.859375,-81424.8828125,,"[0.6400668912002612, 0.32500423772053066, 0.9510502555394665, 0.30065339095536603]","[0.08408711551491313, 0.6320260758129854, 0.9621540254978848, 0.3505448373222067]"
442,-113431.15625,-110193.0390625,,"[0.6043296633893793, 0.3969570022047799, 0.9651008464559434, 0.22385933265650548]","[0.0763317867494605, 0.6152228237254738, 1.0, 0.37982109390480956]"
443,-147541.390625,-143328.9375,,"[0.6321754204495502, 0.3627722949195129, 0.9373573574923021, 0.3092145597157852]","[0.1376783639599557, 0.6210176931024801, 1.0, 0.34485422585156006]"
444,-164937.8125,-160375.546875,,"[0.6820488345554473, 0.3437447567958183, 0.9163880952940722, 0.3434239652515793]","[0.11882964578475579, 0.6614628275192985, 1.0, 0.33134857973887605]"
445,-195647.625,-189969.0625,,"[0.6243322127914724, 0.43242028008757605, 1.0, 0.28218957470598066]","[0.07435812435067403, 0.5818339511766588, 1.0, 0.3487753207748961]"
446,-180032.90625,-180354.046875,,"[0.7077020454715838, 0.3196405345971649, 0.9726191206811144, 0.2700793047852692]","[0.1415561571614098, 0.6039445888817562, 0.9623961198167162, 0.3060266917496083]"
447,-116431.1015625,-116638.265625,,"[0.6579198068897665, 0.3883679681766414, 0.9569456827002705, 0.2727887843987746]","[0.12144593612802447, 0.633935354025976, 0.9892208974740987, 0.34771571768745435]"
448,-143348.046875,-139318.125,,"[0.6486237552993959, 0.34725544553487675, 0.9778684824829931, 0.29312229606477413]","[0.11829467107461941, 0.617907581848935, 0.9629626572783372, 0.3247381433867712]"
449,-208202.890625,-201950.90625,,"[0.613603578451079, 0.35149399849423163, 0.9787789132843814, 0.2876450957213585]","[0.12442482670667221, 0.5780453028775965, 1.0, 0.32800118362499864]"
450,-247167.765625,-239987.3125,0.7288888888726913,"[0.6684986062922456, 0.3697610459124685, 0.9493157847953445, 0.33938842758901744]","[0.08373281893280718, 0.5899919238934632, 1.0, 0.3395639748927935]"
451,-192386.921875,-192728.6875,,"[0.6364558105032757, 0.3381341650023009, 0.9659488295672908, 0.30631149333835506]","[0.11890296455857115, 0.5962681179163819, 0.9959704626405529, 0.294993224628522]"
452,-221833.765625,-215385.59375,,"[0.6421301449832383, 0.3186771106998028, 0.9930879953830306, 0.26811234419745444]","[0.08482823040337814, 0.5996345906183892, 1.0, 0.32034869943809724]"
453,-224728.09375,-218691.234375,,"[0.6258018641798536, 0.3711033625374222, 1.0, 0.2668012381504554]","[0.1656109593401816, 0.6160036421256043, 0.9777777119871511, 0.30456184994853946]"
454,-177756.390625,-178071.53125,,"[0.6296738612793494, 0.374088216564277, 0.9608314513675944, 0.31828727290537084]","[0.10584810529364806, 0.5708770179375223, 0.9769422723422216, 0.35974372359195683]"
455,-212471.21875,-206192.765625,,"[0.6589987287680427, 0.32704987116589695, 0.9621897654627638, 0.31501161272010236]","[0.12590046260585155, 0.6210564448678206, 0.9326815781346612, 0.3277448538018657]"
456,-196687.09375,-197031.875,,"[0.6871947063309135, 0.3539361412003597, 1.0, 0.24014408672021545]","[0.1080905233606118, 0.6375990172004071, 0.9373749796339187, 0.31474690231090574]"
457,-248644.578125,-240337.046875,,"[0.6594594485904426, 0.40704460365882184, 0.9766403443480461, 0.2506082616493485]","[0.13421018710520596, 0.6264675878920388, 1.0, 0.34434836209026576]"
458,-313239.5,-303977.53125,,"[0.6702990250591906, 0.3361645928415695, 0.9730396103150086, 0.2753741876134742]","[0.1027828570257717, 0.6125009671282057, 0.9901279713414739, 0.33925240923604294]"
459,-336419.03125,-326790.34375,,"[0.6484346372789025, 0.3427481373134828, 0.9485047528276799, 0.2653143094625725]","[0.18122287960871825, 0.5751362749240853, 0.9519094628903598, 0.3306326431379377]"
460,-302633.21875,-303159.78125,,"[0.6021223896724359, 0.32091516660142166, 0.9816714422795981, 0.2557445782864227]","[0.08251700468812481, 0.647312872421804, 1.0, 0.33696427368882387]"
461,-263030.625,-263485.1875,,"[0.6668000799681362, 0.37196002757846436, 0.979013526210489, 0.2687736898701386]","[0.14150493096065883, 0.6225188575311662, 0.947765044693093, 0.368075239986537]"
462,-293085.46875,-284118.75,,"[0.6503346782242075, 0.3448591069712225, 1.0, 0.31501939888236324]","[0.12251530018132262, 0.6251503730439668, 0.9758353156666782, 0.36824912012294153]"
463,-317265.5625,-308733.90625,,"[0.6422293396419013, 0.3603748746561225, 0.9805287118520092, 0.30295138560661883]","[0.13321707202740055, 0.5528538367573209, 0.9257726904614265, 0.38208930250761225]"
464,-239798.46875,-240209.015625,,"[0.6465862305515943, 0.3400225239017024, 0.9365646727473312, 0.3335610890832155]","[0.1350375949484601, 0.5990117876666075, 0.9998443274964504, 0.3025189731696823]"
465,-241604.765625,-235103.734375,,"[0.7024618466046558, 0.3726271245723335, 0.9605168657924469, 0.2927031059596855]","[0.13544171019689316, 0.590068842384655, 0.9522827517808015, 0.35060581592456597]"
466,-264969.96875,-257255.65625,,"[0.6600249549084823, 0.3056199128048387, 0.9416697870273134, 0.32676047447430706]","[0.12046174706066988, 0.5535318258301875, 0.9293961816074318, 0.35192624618623175]"
467,-266580.875,-259408.40625,,"[0.5799156121158353, 0.32870611601559413, 1.0, 0.30834769709042137]","[0.14158063353734499, 0.5711892810785967, 0.9642990969760193, 0.27721853470098146]"
468,-289862.0625,-280990.53125,,"[0.6527219031979391, 0.37240064086941405, 0.9703062658309903, 0.2770747735777689]","[0.10490489050030874, 0.6143065185956491, 1.0, 0.36450221979103886]"
469,-329675.34375,-319584.0625,,"[0.6662501541503452, 0.3530524159807549, 0.9632136326534305, 0.2749099069172413]","[0.1543460134904172, 0.6134770795450316, 0.9718367196789807, 0.2615896181326046]"
470,-344353.5,-334793.21875,,"[0.6380935559880586, 0.35559574518666864, 0.970735918516774, 0.23383124585456133]","[0.15468383601226054, 0.5596396549785502, 0.9658514933348951, 0.2944989343312313]"
471,-351406.40625,-346318.0,,"[0.6995808019847258, 0.3572165602808964, 0.9702903064131715, 0.33635822364936185]","[0.15332043001777093, 0.6258465032055812, 0.9638679904750105, 0.355711288265923]"
